Name,Employees,Website,Turnover,Reg Number,EBITDA
MPP Global Solutions Ltd,42,Mppglobal.com,"£5,598,000 ",03951843,"£432,000 "
Jellymedia Ltd,30,Jellymedia.com,,03954014,
T.A.D. Limited,8,Theartdepartment.co.uk,,03954030,
Esc Digital Media Limited,6,Escdigitalmedia.com,,03955112,
Groovy Gecko Ltd,25,Groovygecko.com,,03955205,
Qdos Computer Consultants Limited,8,Qdoscc.com,,03955385,
Icrossing Limited,50,Icrossing.co.uk,"£5,124,719 ",03955760,"(£1,270,950)"
Class Affinity Projects Limited,16,Classnetworks.com,,03956388,
B2B.Store Ltd,7,Rnfdigital.com,,03956929,
Dunstan Thomas Holdings Limited,66,Dunstanthomas.co.uk,"£9,011,000 ",03957367,"£955,000 "
Counter Solutions Holdings Limited,25,Way2pay.co.uk,,03957467,
Hiteishee Limited,8,Hiteishee.co.uk,,03957556,
Technology Networks Limited,57,Technologynetworks.com,,03958257,
Khaos Control Solutions Ltd,27,Khaoscontrol.com,,03960914,
Objective Corporation UK Limited,32,Objective.com,,03965318,
Marvell Technology UK Limited,31,Qlogic.com,"£5,269,725 ",03966594,"£250,820 "
Mobilityways Limited,37,Liftshare.com,,03968472,
Open Mind Technologies UK Limited,17,Openmind-tech.com,,03969959,
Strange Corporation Limited,8,Strangecorp.com,,03970868,
Studio 24 Limited,13,Studio24.net,,03971500,
Cyberhive Ltd,25,100percentit.com,,03974231,
Zansys Ltd,6,Eworksmanager.co.uk,,03974547,
Reo Digital Limited,14,Optimumwebdesign.co.uk,,03975096,
Empresa Limited,8,Empresa.co.uk,,03976138,
Interactive Web Solutions Limited,35,Iweb.co.uk,,03980207,
Blueloop Limited,15,Blueloop.net,,03981322,
Idweb Limited,7,Idweb.net,,03983881,
Talent Innovations Limited,12,Talentinnovations.com,,03983975,
Advansys Limited,11,Advansys.com,,03985924,
Consider Solutions Limited,12,Consider.biz,,03986601,
Peoplefluent Limited,24,Peoplefluent.com,"£2,695,000 ",03988180,"(£38,000)"
Clearcourse Events & Leisure Limited,34,Intelligentgolf.co.uk,,03988391,
Troika International Limited,12,Troika-int.com,,03990424,
 Aareon UK Limited Aareon.co.uk,71,Aareon.co.uk,"£9,073,000 ",03990481,"£915,000 "
Studentpad Limited,10,Studentpad.com,,03992911,
Cintra Corporation UK Limited,78,Cintra.com,"£13,883,000 ",03997988,"£103,000 "
Associated Interim Management Limited,23,Aim4gain.com,,03997992,
Public-I Group Limited,37,Public-i.tv,,03998680,
Portaltech Reply Limited,32,Reply.com,"£7,258,000 ",03999284,"£583,000 "
Mega International Limited,9,Megainternational.co.uk,,04002185,
Commerce-Connections Limited,7,Cc-ltd.com,,04003047,
Olancha Group Limited,29,Olancha.co.uk,,04004881,
Alka It Services Limited,6,Alkait.co.uk,,04006149,
Leisure-Net Solutions Ltd,7,Leisure-net.org,,04006154,
Spiderweb Systems.Net Limited,6,Spiderwebsystems.co.uk,,04007261,
Keyfort Limited,9,Keyfort.co.uk,,04009023,"(£38,155)"
Tomorrow People Limited,14,Tomorrow-people.com,,04009799,
Cite DMS Limited,12,Cite.co.uk,,04010631,
Employment4students.Co.UK Limited,10,E4s.co.uk,,04012715,
Xara Computers (UK) Limited,18,Xaracomputers.co.uk,,04012870,
Netready Limited,16,360degreeit.com,,04013510,
Sharpe Systems Limited,9,Sharpe-systems.co.uk,,04014503,
Think Information Technology Limited,11,Thinkit.uk.com,,04014966,
Differentis Ltd,7,Differentis.com,,04015681,
Wired Media Limited,10,Wiredmedia.co.uk,,04016744,
The Dental Imaging Company Limited,10,Thedentalimagingcompany.co.uk,,04016751,
Transcosmos Information Systems Limited,7,Transcosmos.co.uk,,04020027,
Signal Networks Limited,19,Signalnetworks.co.uk,,04020291,
Mba Michael Bailey Associates UK Limited,8,Michaelbaileyassociates.com,,04020306,
Syplex Limited,20,Syplex.co.uk,,04021566,
Daappa Limited,12,Frameworksoftware.com,,04022124,
Zod It Limited,20,Zod.uk.com,,04023439,
Pure Energi Limited,51,Pure-energi.com,,04024347,
First B2B Limited,18,Firstb2b.com,,04024845,
Feedback Medical Limited,27,Fbkmed.com,"£880,000 ",04025026,"(£5,386,000)"
De Banke Group Limited,22,Debanke.com,,04025383,
SCS Technology Solutions Limited,14,Scstechsolutions.co.uk,,04026644,
Surecomp Business Solutions Limited,9,Surecomp.com,,04027496,
ATWWW (UK) Limited,9,Thedubs.com,,04027511,
Iocea.Com Limited,15,Iocea.com,,04027516,
Pixelmill Ltd,14,Clicksandlinks.com,,04029108,
Credica Limited,7,Credica.co.uk,,04029418,
Starkwood Media Group Limited,24,Starkwoodmediagroup.com,,04030011,
Traineasy Ltd,6,Traineasy.com,,04031916,
DG New Media Ltd,9,Dgnewmedia.com,,04034654,
Peopleware Ltd,12,Injixo.com,"£3,214,321 ",04037608,"£134,759 "
Assertis Limited,7,Assertis.co.uk,,04040155,
Transcendit Limited,24,Transcendit.co.uk,,04041370,
Tantrwm. Limited,8,Tantrwm.com,,04041495,
Databridgemis Limited,8,Databridgemis.net,,04041861,
Twofold Limited,30,Twofold.co.uk,,04043149,
Jigsaw Cloud Ltd,25,Jigsaw-cloud.com,,04043845,
KD Web Limited,12,Kdweb.co.uk,,04046089,
Wincan Europe Limited,6,Wincan.com,,04046884,
Illion Digital Tech Solutions UK Limited,16,Talkingtech.com,,04046943,
Ideasanvil Ltd,8,Ideasanvil.com,,04046964,
Ahead4 Limited,10,Ahead4.com,,04048409,
TS Imagine (UK) Ltd,88,Tradingscreen.com,"£11,865,000 ",04049314,"£626,000 "
Saki Soft Limited,18,Sakisoft.co.uk,,04050129,
Ingenious Ltd,11,Ingenious.co.uk,,04050242,
Steel Software Solutions Limited,7,Steelssl.co.uk,,04050479,
Mythic Beasts Limited,13,Mythic-beasts.com,,04052652,
CMS London Ltd,8,Cmsav.com,,04053168,
Tek Express Limited,11,Tekexpress.co.uk,,04053283,
Saffron Interactive Limited,19,Saffroninteractive.com,"£583,674 ",04054874,"(£176,689)"
Worldwide Chain Stores Limited,14,Wwchainstores.com,,04055472,
Future Platforms Limited,27,Futureplatforms.com,,04056500,
Support Warehouse Limited,67,Supportwarehouse.com,"£2,648,732 ",04056599,"(£663,378)"
Cropware Limited,7,Cropware.co.uk,,04059065,
B S Cad Draughting Ltd,6,Bscad.com,,04060299,
Autoflow Limited,50,Autoflow.ltd.uk,,04061932,
Novotek Solutions UK & Ireland Limited,24,Astecsolutions.com,,04062330,
V-Real Limited,26,V-real.co.uk,,04063008,
Dolphin Media & Design Limited,8,Dolphin-media.co.uk,,04065411,
Chalvington Communications Limited,24,Freedom-leisure.co.uk,,04068378,
Qualys Limited,44,Qualys.com,"£29,048,000 ",04069874,"£956,000 "
Hubb Digital Limited,6,Endis.co.uk,,04072126,
Microsolv Systems Limited,6,Microsolv.co.uk,,04075163,
Omiga Technology Limited,8,Omigatech.co.uk,,04076328,
Infortrend Europe Limited,15,Infortrend.com,"£2,274,459 ",04078012,"(£13,839)"
Alliance Solutions Limited,11,Alliancesolutions.co.uk,,04081291,
Ubique Systems UK Limited,22,Ubiquesystems.co.uk,"£26,044,000 ",04082982,"£337,000 "
Uptech Limited,13,Uptech.co.uk,,04083827,
Pepperneck Ltd,8,Pepperneck.co.uk,,04084950,
Toltec Systems Limited,6,Toltec.eu,,04085224,
Aprais Limited,12,Aprais.com,,04085243,
Mutual Vision Technologies Limited,89,Mutualvision.co.uk,"£8,215,213 ",04088165,"(£323,079)"
Lets Just Do It Limited,6,It-partnership.com,,04088505,
Vertex It Solutions Limited,9,Vertex-it-solutions.com,,04089374,
It Support And Security Limited,8,Interactivesolutions.co.uk,,04089469,
Khoo Systems Limited,6,Ipages.biz,,04090361,
Evo-Soft Limited,41,Evo-soft.co.uk,,04090816,
Schemeserve Limited,35,Admnetwork.com,,04092583,
Tristar Tech Solutions Limited,11,Tristartechsolutions.co.uk,,04092696,
Tiberone Technologies Limited,9,Tiberone.co.uk,,04093237,
Actant Limited,7,Actant.com,,04093940,
Advanced Media Engineering Limited,17,Amesolutions.co.uk,,04094349,
Madgex Limited,69,Madgex.com,"£8,774,973 ",04095107,"£3,089,251 "
Cipher-It Limited,11,Cipher-it.co.uk,,04097631,
Enterprise Architecture Solutions Limited,16,E-asolutions.com,,04097721,
Tynan Electrical Limited,16,Tynans.co.uk,,04100020,
KDS UK Limited,29,Kds.com,"£2,453,000 ",04100868,"£20,000 "
Orion Innovation Solutions UK Limited,7,Tekmark.com,,04101359,
 Estates It Ltd Estatesit.com,14,Estatesit.com,,04101925,
Strive Av Limited,29,Cdec.co.uk,,04102256,
Small Business Installations Limited,6,Sbiltd.com,,04102897,
Axess Systems Ltd,20,Axesssystems.co.uk,,04103058,
Internetwork Media Limited,13,Internetworkmedia.co.uk,,04105259,
Micro Maintenance Limited,7,Micromaintenance.co.uk,,04108059,
Nci Systems Limited,14,Nci.co.uk,,04108788,
Certus Technology Associates Limited,11,Certus-tech.com,,04109464,
GMP Software Limited,11,Fieldstrike.co.uk,,04110152,
Psytechnics Limited,14,Psytechnics.com,"£2,348,000 ",04110724,"£201,000 "
Direct Business Equipment Limited,13,Dbe.com,,04110765,
Accommodation For Students Ltd,13,Accommodationforstudents.com,,04111099,
Suffolk Automation Limited,10,Suffolk-automation.co.uk,,04111345,
Datatank Limited,13,Datatank.co.uk,,04111483,
Altrigen Solutions Limited,7,Altrigen.com,,04114139,
Active Webdezign Ltd,8,Webdezign.co.uk,,04114448,
Data INC. (UK) Limited,15,Dataincuk.com,,04114772,
Alcom Enterprises Limited,16,Alcomnet.co.uk,,04115387,
Web Control (UK) Limited,27,Webcontrol.co.uk,,04118558,
Plinc Limited,71,Planning-inc.co.uk,"£7,512,000 ",04118854,"£1,097,000 "
On2net (UK) Limited,7,On2net.co.uk,,04119344,
Compilator Ltd,10,Teamsystems.co.uk,"£1,008,846 ",04120590,"£224,005 "
Sletoh.Com Ltd,6,Sletoh.com,,04120984,
Basemap Limited,17,Basemap.co.uk,,04121166,
Trans Data Management Ltd,18,Trans-data.com,,04121189,
Digital Origin Solutions Ltd,27,Ebs-it.net,,04121501,
Pae Business Limited,9,Paebusiness.com,,04121725,
Firefly Technology Limited,6,Fireflytech.com,,04123381,
M.D.F. Database Solutions Ltd,10,,,04123945,
Mojofuel Limited,7,Mojofuel.com,,04123965,
Trade Interchange Limited,34,Tradeinterchange.com,,04127915,
CSCM Limited,33,Cscm.co.uk,,04128650,
Bsas (Telecoms) Limited,17,Bsas.co.uk,,04129178,
Indigo Pearl Limited,11,Indigopearl.com,,04131547,
OCF Limited,47,Ocf.co.uk,"£16,122,000 ",04132533,"£366,000 "
Codegen Limited,10,Codegen.co.uk,,04134223,
Bramble Hub Limited,16,Bramblehub.co.uk,"£27,003,000 ",04136381,"£700,000 "
Officenet Systems Limited,6,Officenetsystems.co.uk,,04136697,
Ten 4 Design Limited,15,Ten4design.co.uk,,04138592,
Autoview (UK) Limited,6,Autoviewsystems.co.uk,,04140443,
Prism Business Developments Limited,41,Prism.uk.com,,04141266,
Nation Wilcox Systems Limited,16,Nationwilcox.co.uk,,04141535,
Bespoke Digital Agency Ltd,11,Bespokedigital.agency,,04143099,
Morgan Hill Consultants Limited,7,Morganhill.co.uk,,04143278,
Lighthouse Design For Business Limited,7,Lighthouseuk.net,,04148821,
Avenca Limited,7,Avenca.co.uk,,04151672,
Centaxxi Limited,12,Centaxxi.com,,04154456,
Iguazu Limited,15,Iguazu.co.uk,,04156563,
Itec Components Limited,6,,,04157098,
Alcium Software Limited,20,Alciumsoftware.com,,04157769,
Krescendo Ltd,18,Krescendo.com,,04159176,
The Blue Lizard Ltd,7,Thebluelizard.co.uk,,04159571,
Shout Telecoms Limited,10,Shout-telecoms.com,,04161162,
Macrail Systems Ltd,24,Macrail.co.uk,,04161609,
Venture 1 Consulting Limited,13,Venture1consulting.com,,04163690,
Geostream Solutions Limited,12,Geostream.co.uk,,04163991,
Ekm Global Limited,21,Ekmglobal.com,,04165970,
Sys-Teams Limited,34,Sys-teams.co.uk,,04166182,
Ngeneration Limited,81,Ngeneration.co.uk,"£6,515,996 ",04169609,"£1,129,349 "
Natpoint Limited,11,Natpoint.com,,04171084,
Itvantage Systems Limited,6,Itvantage.co.uk,,04171895,
Fuse CS Ltd,8,Fusecollaboration.com,,04173415,
Corporate Financial Management Systems Limited,18,Cfmsystems.com,,04174352,
Iliad Solutions Limited,43,Iliad-solutions.com,,04174794,
Mohc Ltd,21,Mohc.net,,04174813,
Global Technology Solutions Limited,7,Globaltechnologysolutions.com,,04175630,
Concurrent Systems Incorporated Limited,17,Csi-europe.com,,04175656,
Be The Brand Experience Limited,12,Bethebrand.com,,04177329,
Tax Automation Limited,8,Taxautomation.co.uk,,04177553,
Direct Support Limited,7,Directsupport.co.uk,,04178167,
Gemini Computer Systems Limited,19,Gemini-systems.co.uk,,04178211,
Gradian Systems Ltd,18,Gradian.co.uk,,04178475,
Branscan Limited,6,Branscan.com,,04182184,
U-Save Independant Consultants Ltd,9,Usic.co.uk,,04183994,
Kogo Limited,14,Kogo.co.uk,,04185782,
C S L Integration Limited,15,Cslintegration.com,,04185860,
Storepoint International Limited,9,Sp-int.com,,04186578,
Mway Communications Limited,67,Mwaycommunications.com,"£14,001,000 ",04187661,"£1,240,000 "
Practical Networks Limited,14,Practicalnetworks.co.uk,,04189188,
First Line It Limited,8,Firstline-it.com,,04189919,
Subex (UK) Limited,35,Subex.com,"£17,535,000 ",04190929,"(£582,000)"
Integralcomm.Co.UK Limited,8,Integral-communications.co.uk,,04191593,
Compsoft (UK) Ltd,18,Compsoft.co.uk,,04193333,
TPCS Limited,11,Tpcs.ltd.uk,,04194285,
Preloaded Limited,26,Preloaded.com,"£4,615,042 ",04195538,"£151,306 "
Esay Solutions Ltd,12,Workmobileforms.com,,04195865,
Impact Computing & Consulting Limited,16,Impactcomputing.co.uk,,04196209,
Janua Hortorum Limited,7,Januahortorum.com,,04197177,
Fait UK Limited,7,Faituk.com,,04198427,
JFDI Consulting Ltd,14,Jfdi.info,,04198617,
E4education Limited,6,E4education.co.uk,"£3,697,468 ",04199672,"£575,509 "
Expert Systems T/A Eitex Limited,18,Expertsystems.co.uk,,04201056,
34SP.Com Limited,15,34sp.com,,04201170,
Bayeux Limited,12,Bayeux.co.uk,,04202815,
Tasc Software Solutions Limited,9,Tascsoftware.co.uk,,04203091,
UK Telematics Limited,12,Trackyou.co.uk,"£4,325,792 ",04203244,"£848,041 "
Doctorlink Innovations Limited,10,Expert-24.com,"£822,000 ",04203256,"(£44,000)"
Silkmoth Limited,16,Silkmoth.com,"£1,228,387 ",04204791,"£290,371 "
Sprint Integration Limited,25,Sprintintegration.co.uk,,04205511,
Enhance Media Limited,28,Enhancemedia.co.uk,,04206077,
 Epaccsys Ltd Epaccsys.com,36,Epaccsys.com,,04206722,
ABL Circuits Limited,18,Ablcircuits.co.uk,,04207139,
Pilat Europe Limited,11,Pilat.com,,04207292,
Veterinary Solutions Limited,49,Vetsolutions.co.uk,"£6,607,000 ",04207571,"£1,993,000 "
Parker Design Consultants Limited,17,Parker-design.co.uk,,04207612,
Tractivity Limited,16,Tractivity.co.uk,,04207789,
Costsmaster Limited,6,Costsmaster.co.uk,,04208089,
R D B Concepts Limited,25,Rdb-concepts.com,,04211248,
Hosting Systems Limited,6,Telephonesystems.cloud,,04212030,
Creativity Software Limited,15,Creativitysoftware.net,,04212878,
NG15 Ltd,10,Ng15.co.uk,,04213449,
Askia UK Limited,7,Askia.com,"£1,003,000 ",04213949,"£64,000 "
Find A University Ltd,87,Findauniversity.com,"£5,464,927 ",04214007,"£1,990,473 "
Idash Solutions Limited,17,I-dash.co.uk,,04215268,
Ishelp.Co.UK Limited,19,Securityclearedjobs.com,,04216662,
Dynamic Network Services Limited,11,Dns-limited.co.uk,,04216872,
Tintisha Technologies (UK) Limited,10,Tintisha.net,,04217038,
E.B.I. Solutions Ltd,20,Ebisolutions.co.uk,,04217074,
Secarma Limited,23,Secarma.co.uk,,04217114,
Orbex Solutions Limited,9,Orbex.co.uk,,04219670,
Exiom Technologies Limited,11,Exiom.co.uk,,04224636,
Infrasys Limited,14,Infrasys.co.uk,,04225172,
Airship Services Limited,49,Airship.co.uk,,04225467,
Q Chi Limited,15,Qchi.net,,04225751,
Dataswift Network Services Limited,10,Dataswift.co.uk,,04225974,
Platinum Components Limited,12,Platinum-components.com,,04226367,
Business Technology Partners Limited,20,Btpuk.com,,04227686,
C.F. Systems Limited,12,Cfsystems.biz,,04231017,
Contedia Limited,12,Contedia.com,,04231393,
Iij Europe Limited,62,Iijeurope.com,"£9,830,575 ",04232692,"£25,876 "
Neos It Limited,12,Neos-it.com,,04235890,
Propeller Communications Ltd,33,Propeller.co.uk,,04236148,
Accsys Digital Limited,9,Accsys.org,,04237605,
Inventor-E Limited,23,Inventor-e.co.uk,,04238711,
Rivanet Limited,28,Rivanet.co.uk,,04239806,
Ketchell Limited,6,Serchen.com,,04239871,
Uniserve (South East) Limited,6,Uniserve.uk.com,,04240760,
Kelsey Networks Limited,12,Knl.it,,04240895,
Distinction Limited,12,Distinction.co.uk,,04241374,
Poundbury Systems Ltd,8,Poundbury.com,,04245291,
Oxford Abstracts Limited,10,Ns1.oxfordabstracts.com,,04245686,
Total Distribution And Retail Solutions Ltd,11,Totaldiscrepair.co.uk,,04246588,
Workflow Science Limited,6,Workflow-science.com,,04248591,
Empactis Limited,37,Empactis.com,,04248673,
Sam7 Limited,7,Sam7.co.uk,,04248819,
Deskpro Ltd,43,Deskpro.com,,04249340,
Voyager Networks Limited,12,Voyager.net.uk,,04250304,
Bridge Fibre Limited,14,Bridgefibre.co.uk,,04250873,
HBP Monpellier Limited,16,Monpellier.co.uk,,04251272,
Headscape Limited,10,Headscape.co.uk,,04251820,
Make Real Ltd,29,Wemakemedia.co.uk,,04253279,
E.Novation UK Limited,31,Enovation.nl,,04253883,
Art Division Limited,7,Artdivision.co.uk,,04255948,
Decorus Ltd,8,Decorus.com,,04257709,
Attix5 UK Limited,47,Redstor.com,"£7,391,000 ",04258219,"£4,586,000 "
Wavex Technology Limited,32,Wavex.co.uk,,04258498,
Identivue Limited,11,Mypos.co.uk,,04260598,
TBG Solutions Limited,33,Tbg-solutions.com,,04262737,
Support It Solutions Limited,10,Support-it.co.uk,,04264621,
Purepromoter Ltd,9,Pure360.com,,04266410,
Just2easy Limited,15,Just2easy.com,,04269194,
Cranberry Communications Ltd,10,Cranberry.co.uk,,04269778,
Something Interesting Limited,11,Somethinginteresting.co.uk,,04270457,
Cara Networks Limited,9,Caranetworks.com,,04272617,
Oberoi Consulting Limited,20,Oberoi-consulting.com,,04274135,
Law Firm Services Limited,21,Lawfirmservices.co.uk,,04276437,
Iservice Solutions Limited,7,Iservicesolutions.co.uk,,04277297,
Aconite Solutions Limited,9,Aconitetechnology.com,"£1,652,085 ",04277444,"£425,292 "
Microtech Communications Limited,8,Microtech-communications.com,,04281078,
It Services At Cas Ltd,6,Communityactionsuffolk.org.uk,"£86,264 ",04281770,"£5,255 "
Itineris Limited,20,Itineris.co.uk,,04285360,
Ais Consulting UK Ltd,10,Ais-consulting.co.uk,,04285526,
Viper It Group Limited,11,Viperproactive.co.uk,,04286227,
Assign-It Limited,17,Assign-it.co.uk,,04289206,
Giacom (Worldwide) Limited,14,Daisyworldwideltd.com,"£7,409,000 ",04290183,"£1,314,000 "
Web Labs Limited,7,Web-labs.co.uk,,04290334,
Fair Isaac Europe Limited,14,Fico.com,"£3,239,690 ",04291046,"£280,456 "
Digital Network Solutions Ltd,11,Dignetsol.co.uk,,04293239,
Mobile Enterprise Systems Limited,6,Mobile-enterprise.co.uk,,04295834,
Optima Computer Centre Limited,10,Optimacomputers.co.uk,,04296616,
I T Builder Limited,26,Itbuilder.co.uk,,04296864,
Photocopiers Direct Limited,9,Photocopiersdirect.co.uk,,04297787,
P & L Networks (Northern) Limited,6,Pln.co.uk,,04298532,
Extera Limited,15,Extera.co.uk,,04299169,
Broadcast Traffic Systems Limited,30,Bts.tv,,04299541,
Numerix Software Limited,31,Numerix.com,"£20,505,000 ",04300958,"£1,191,000 "
Aztec Computers Limited,22,Aztec-computers.co.uk,,04301156,
System Information Technology Limited,17,System-it.co.uk,,04301240,
The Computer Doctors Limited,100,Computerdoctors.co.uk,,04301622,
Whistler Technology Ltd,28,Whistler.technology,"£7,841,554 ",04303494,"£34,123 "
Algorithms Software UK Limited,15,Xpedeon.com,,04304925,
It Support Desk Limited,32,Itsd.com,,04305288,
Orion Health Limited,61,Orionhealth.com,"£12,307,000 ",04306308,"£543,000 "
Accounts Computers Limited,7,Sevenoakscomputers.com,,04306831,
Leading Resolutions Limited,25,Leadingresolutions.com,"£14,367,000 ",04307011,"£1,995,000 "
Movate UK Limited,9,Csscorp.com,"£3,364,861 ",04307327,"£648,154 "
Orca It Ltd,40,Hwt.co.uk,,04307426,
Web Results Direct Ltd,17,Webresultsdirect.com,,04308094,
Fifosys Limited,76,Fifosys.com,"£9,397,092 ",04308503,"£1,052,614 "
Glemnet Limited,10,Glemnet.com,,04308716,
 Points International (UK) Limited Points.com,23,Points.com,"£1,178,000 ",04309064,"£81,000 "
